Email_ID,Customer_ID,Segment,Device_Type,Subject_Type,Body_Content_Type,Gender,Location,Previous_Engagement,Opened,TimeStamp_Send,TimeStamp_Open,Clicked,Purchased,Unsubscribed,Delivery_Status,Revenue
5224,2647,VIP,Desktop,Gender Highlight,Present Offer Promotion,Female,Pegu,35.03,TRUE,8/10/2023 12:42,8/10/2023 13:04,FALSE,FALSE,FALSE,Open,0
5225,5210,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,25.64,FALSE,3/14/2023 13:00,,FALSE,FALSE,FALSE,Delivered,0
5226,6534,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,26.39,FALSE,8/5/2023 11:03,,FALSE,FALSE,FALSE,Delivered,0
5227,4678,New Customer,Desktop,Product Specific Title,Limited Time Discount,Male,Yangon,40.32,FALSE,6/10/2023 11:49,,FALSE,FALSE,FALSE,Delivered,0
5228,7212,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Male,Yangon,16.03,FALSE,2/14/2023 23:47,,FALSE,FALSE,FALSE,Delivered,0
5229,9928,New Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Sagaing,9.56,TRUE,2/27/2023 5:44,2/27/2023 12:16,FALSE,FALSE,FALSE,Open,0
5230,2646,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Mandalay,22.37,FALSE,4/27/2023 15:24,,FALSE,FALSE,FALSE,Bounced,0
5231,8211,Returning Customer,Tablet,Gender Specific Title,Limited Time Discount,Female,Yangon,34.20,TRUE,7/23/2023 17:16,7/23/2023 21:03,FALSE,FALSE,FALSE,Open,0
5232,9317,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Pegu,41.60,FALSE,9/16/2023 14:44,,FALSE,FALSE,FALSE,Delivered,0
5233,7934,New Customer,Desktop,Product Highlight,Lucky Draw Promotion,Male,Yangon,13.31,FALSE,8/16/2023 9:56,,FALSE,FALSE,FALSE,Delivered,0
5234,5477,New Customer,Desktop,Product Specific Title,Limited Time Discount,Male,Yangon,29.30,FALSE,4/28/2023 19:22,,FALSE,FALSE,FALSE,Delivered,0
5235,7929,VIP,Mobile,Product Specific Title,Present Offer Promotion,Female,Yangon,17.63,TRUE,5/5/2023 2:13,5/5/2023 22:43,FALSE,FALSE,FALSE,Open,0
5236,2081,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Yangon,20.60,TRUE,7/6/2023 13:33,7/6/2023 22:05,FALSE,FALSE,FALSE,Open,0
5237,6090,VIP,Mobile,Product Specific Title,Present Offer Promotion,Female,Pegu,34.53,TRUE,3/25/2023 3:45,3/25/2023 20:42,FALSE,FALSE,FALSE,Open,0
5238,7397,Returning Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Mandalay,11.72,FALSE,2/8/2023 11:11,,FALSE,FALSE,FALSE,Delivered,0
5239,9740,New Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,36.28,FALSE,5/31/2023 15:05,,FALSE,FALSE,FALSE,Delivered,0
5240,7798,New Customer,Mobile,Product Highlight,Present Offer Promotion,Male,Yangon,40.69,FALSE,7/18/2023 0:18,,FALSE,FALSE,FALSE,Delivered,0
5241,862,Returning Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,52.81,FALSE,7/5/2023 12:22,,FALSE,FALSE,FALSE,Delivered,0
5242,8347,Returning Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Monywa,28.92,FALSE,7/19/2023 9:05,,FALSE,FALSE,FALSE,Delivered,0
5243,3495,Returning Customer,Mobile,Gender Specific Title,Lucky Draw Promotion,Female,Yangon,37.77,FALSE,8/8/2023 20:58,,FALSE,FALSE,FALSE,Delivered,0
5244,905,Returning Customer,Mobile,Product Highlight,Limited Time Discount,Male,Mandalay,53.79,FALSE,5/21/2023 11:29,,FALSE,FALSE,FALSE,Delivered,0
5245,1270,Returning Customer,Desktop,Product Specific Title,Present Offer Promotion,Male,Yangon,51.79,FALSE,6/17/2023 17:19,,FALSE,FALSE,FALSE,Delivered,0
5246,405,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Monywa,34.35,FALSE,6/3/2023 6:12,,FALSE,FALSE,FALSE,Delivered,0
5247,9036,VIP,Desktop,Product Highlight,Lucky Draw Promotion,Female,Yangon,43.82,FALSE,1/11/2023 17:51,,FALSE,FALSE,FALSE,Delivered,0
5248,9975,Returning Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Yangon,39.08,FALSE,6/24/2023 16:42,,FALSE,FALSE,FALSE,Delivered,0
5249,9757,New Customer,Desktop,Product Specific Title,Limited Time Discount,Female,Monywa,34.75,FALSE,8/24/2023 12:23,,FALSE,FALSE,FALSE,Delivered,0
5250,1185,Returning Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,20.80,TRUE,10/18/2023 17:32,10/18/2023 20:27,FALSE,FALSE,FALSE,Open,0
5251,8939,Returning Customer,Mobile,Product Highlight,Limited Time Discount,Female,Monywa,32.30,FALSE,10/21/2023 9:07,,FALSE,FALSE,FALSE,Delivered,0
5252,1726,New Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Mandalay,23.49,FALSE,9/4/2023 17:50,,FALSE,FALSE,FALSE,Delivered,0
5253,8463,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Male,Yangon,40.60,FALSE,10/28/2023 5:48,,FALSE,FALSE,FALSE,Delivered,0
5254,5812,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Mandalay,14.06,FALSE,10/1/2023 14:10,,FALSE,FALSE,FALSE,Delivered,0
5255,5607,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Sagaing,39.29,TRUE,9/7/2023 2:16,9/7/2023 20:49,FALSE,FALSE,TRUE,Open,0
5256,3957,New Customer,Mobile,Product Highlight,Limited Time Discount,Female,Pegu,28.53,TRUE,9/10/2023 11:59,9/10/2023 20:33,FALSE,FALSE,FALSE,Open,0
5257,172,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Mandalay,22.36,TRUE,5/13/2023 14:50,5/13/2023 14:42,FALSE,FALSE,FALSE,Open,0
5258,8466,New Customer,Mobile,Product Highlight,Lucky Draw Promotion,Female,Pegu,24.21,FALSE,4/30/2023 16:05,,FALSE,FALSE,FALSE,Delivered,0
5259,2307,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Yangon,27.68,FALSE,7/2/2023 11:53,,FALSE,FALSE,FALSE,Delivered,0
5260,9351,VIP,Desktop,Gender Highlight,Present Offer Promotion,Female,Pegu,15.96,TRUE,5/30/2023 22:39,5/30/2023 22:28,TRUE,FALSE,FALSE,Open,0
5261,9899,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Monywa,26.13,TRUE,7/2/2023 6:27,7/2/2023 22:00,FALSE,FALSE,FALSE,Open,0
5262,9964,New Customer,Mobile,Product Specific Title,Lucky Draw Promotion,Female,Monywa,28.39,FALSE,2/5/2023 8:04,,FALSE,FALSE,FALSE,Delivered,0
5263,422,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Yangon,24.32,FALSE,7/19/2023 10:20,,FALSE,FALSE,FALSE,Delivered,0
5264,5541,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,17.74,FALSE,5/6/2023 21:25,,FALSE,FALSE,FALSE,Delivered,0
5265,9402,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,20.75,FALSE,4/3/2023 23:30,,FALSE,FALSE,FALSE,Delivered,0
5266,4676,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Yangon,17.95,FALSE,8/27/2023 2:04,,FALSE,FALSE,FALSE,Delivered,0
5267,9083,New Customer,Tablet,Gender Highlight,Present Offer Promotion,Female,Mandalay,46.08,TRUE,9/24/2023 20:16,9/24/2023 12:13,FALSE,FALSE,FALSE,Open,0
5268,6749,VIP,Desktop,Gender Specific Title,Lucky Draw Promotion,Male,Yangon,38.94,TRUE,9/24/2023 9:47,9/24/2023 21:31,FALSE,FALSE,FALSE,Open,0
5269,6104,Returning Customer,Mobile,Product Highlight,Limited Time Discount,Female,Yangon,24.12,FALSE,10/8/2023 16:26,,FALSE,FALSE,FALSE,Delivered,0
5270,1474,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Taungoo,33.76,FALSE,4/24/2023 4:36,,FALSE,FALSE,FALSE,Delivered,0
5271,3244,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Monywa,37.93,FALSE,9/9/2023 10:55,,FALSE,FALSE,FALSE,Delivered,0
5272,2182,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Male,Yangon,26.62,FALSE,7/8/2023 2:24,,FALSE,FALSE,FALSE,Delivered,0
5273,9642,New Customer,Mobile,Product Specific Title,Limited Time Discount,Male,Mandalay,40.79,FALSE,5/13/2023 14:04,,FALSE,FALSE,FALSE,Delivered,0
5274,3097,Returning Customer,Mobile,Gender Highlight,Lucky Draw Promotion,Female,Mandalay,25.86,TRUE,2/26/2023 19:59,2/26/2023 22:52,FALSE,FALSE,FALSE,Open,0
5275,6647,New Customer,Mobile,Product Highlight,Present Offer Promotion,Male,Pegu,35.98,FALSE,8/24/2023 8:10,,FALSE,FALSE,FALSE,Delivered,0
5276,9783,Returning Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Monywa,42.72,TRUE,8/2/2023 20:44,8/2/2023 22:27,FALSE,FALSE,FALSE,Open,0
5277,5883,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,29.24,TRUE,6/2/2023 15:46,6/2/2023 20:34,TRUE,FALSE,FALSE,Open,0
5278,5983,Returning Customer,Desktop,Gender Highlight,Present Offer Promotion,Male,Mandalay,22.12,FALSE,1/26/2023 20:15,,FALSE,FALSE,FALSE,Delivered,0
5279,5799,New Customer,Desktop,Product Specific Title,Limited Time Discount,Female,Yangon,37.18,FALSE,4/9/2023 23:00,,FALSE,FALSE,FALSE,Delivered,0
5280,9628,New Customer,Tablet,Gender Specific Title,Present Offer Promotion,Female,Yangon,41.93,FALSE,3/19/2023 8:35,,FALSE,FALSE,FALSE,Delivered,0
5281,8416,Returning Customer,Desktop,Product Specific Title,Limited Time Discount,Male,Pegu,15.46,TRUE,4/14/2023 4:30,4/14/2023 21:24,FALSE,FALSE,FALSE,Open,0
5282,8412,New Customer,Desktop,Product Specific Title,Present Offer Promotion,Male,Yangon,19.28,FALSE,8/20/2023 4:20,,FALSE,FALSE,FALSE,Delivered,0
5283,9847,Returning Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Yangon,35.62,FALSE,2/11/2023 23:22,,FALSE,FALSE,FALSE,Delivered,0
5284,8457,VIP,Mobile,Product Highlight,Lucky Draw Promotion,Female,Pegu,32.28,FALSE,3/12/2023 8:01,,FALSE,FALSE,FALSE,Delivered,0
5285,9146,New Customer,Desktop,Gender Specific Title,Limited Time Discount,Female,Monywa,22.54,FALSE,1/22/2023 3:59,,FALSE,FALSE,FALSE,Delivered,0
5286,4525,VIP,Desktop,Product Highlight,Present Offer Promotion,Female,Mandalay,25.03,FALSE,1/16/2023 22:28,,FALSE,FALSE,FALSE,Delivered,0
5287,6560,New Customer,Tablet,Gender Highlight,Lucky Draw Promotion,Female,Yangon,21.44,FALSE,4/18/2023 17:08,,FALSE,FALSE,FALSE,Delivered,0
5288,7621,New Customer,Desktop,Product Highlight,Limited Time Discount,Male,Yangon,41.25,FALSE,2/19/2023 11:39,,FALSE,FALSE,FALSE,Delivered,0
5289,2775,Returning Customer,Mobile,Product Specific Title,Limited Time Discount,Male,Monywa,35.24,FALSE,10/7/2023 10:53,,FALSE,FALSE,FALSE,Delivered,0
5290,5674,Returning Customer,Tablet,Gender Highlight,Present Offer Promotion,Female,Monywa,33.51,TRUE,4/2/2023 19:03,4/2/2023 13:04,TRUE,FALSE,FALSE,Open,0
5291,3125,New Customer,Tablet,Product Highlight,Present Offer Promotion,Male,Yangon,45.29,TRUE,2/28/2023 21:58,2/28/2023 21:23,FALSE,FALSE,FALSE,Open,0
5292,8672,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Male,Pegu,26.25,FALSE,7/30/2023 9:06,,FALSE,FALSE,FALSE,Delivered,0
5293,1354,VIP,Desktop,Gender Highlight,Lucky Draw Promotion,Female,Monywa,15.03,FALSE,8/28/2023 8:18,,FALSE,FALSE,FALSE,Delivered,0
5294,9082,New Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Mandalay,35.25,TRUE,8/10/2023 20:20,8/10/2023 19:52,FALSE,FALSE,FALSE,Open,0
5295,3855,VIP,Mobile,Gender Specific Title,Limited Time Discount,Male,Pegu,41.84,FALSE,10/15/2023 13:33,,FALSE,FALSE,FALSE,Bounced,0
5296,8135,Returning Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Yangon,37.45,FALSE,2/7/2023 3:50,,FALSE,FALSE,FALSE,Delivered,0
5297,925,VIP,Mobile,Product Highlight,Lucky Draw Promotion,Female,Yangon,30.82,FALSE,2/11/2023 16:55,,FALSE,FALSE,FALSE,Delivered,0
5298,2171,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Monywa,41.09,FALSE,1/2/2023 5:31,,FALSE,FALSE,FALSE,Delivered,0
5299,5507,Returning Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Yangon,36.96,FALSE,4/1/2023 4:04,,FALSE,FALSE,FALSE,Delivered,0
5300,2396,New Customer,Desktop,Product Specific Title,Lucky Draw Promotion,Female,Yangon,33.12,TRUE,2/8/2023 23:29,2/8/2023 21:01,FALSE,FALSE,FALSE,Open,0
5301,8221,VIP,Mobile,Gender Specific Title,Present Offer Promotion,Male,Yangon,35.55,TRUE,10/15/2023 1:30,10/15/2023 14:55,FALSE,FALSE,FALSE,Open,0
5302,8227,Returning Customer,Mobile,Product Specific Title,Present Offer Promotion,Male,Mandalay,23.90,FALSE,7/30/2023 4:57,,FALSE,FALSE,FALSE,Delivered,0
5303,5516,New Customer,Desktop,Product Highlight,Present Offer Promotion,Male,Lashio,26.59,TRUE,7/23/2023 11:25,7/23/2023 20:30,FALSE,FALSE,FALSE,Open,0
5304,2671,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Taungoo,23.88,FALSE,5/13/2023 22:21,,FALSE,FALSE,FALSE,Delivered,0
5305,3366,VIP,Mobile,Product Highlight,Present Offer Promotion,Female,Yangon,24.75,FALSE,2/26/2023 2:59,,FALSE,FALSE,FALSE,Delivered,0
5306,589,Returning Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,32.87,FALSE,8/22/2023 9:17,,FALSE,FALSE,FALSE,Delivered,0
5307,3139,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Monywa,15.23,FALSE,3/26/2023 15:14,,FALSE,FALSE,FALSE,Delivered,0
5308,9096,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Sagaing,33.64,TRUE,4/23/2023 21:19,4/23/2023 10:38,FALSE,FALSE,FALSE,Open,0
5309,6664,VIP,Mobile,Gender Highlight,Present Offer Promotion,Male,Sagaing,21.75,FALSE,7/2/2023 10:02,,FALSE,FALSE,FALSE,Delivered,0
5310,4087,New Customer,Desktop,Product Specific Title,Lucky Draw Promotion,Male,Yangon,34.05,FALSE,1/10/2023 10:16,,FALSE,FALSE,FALSE,Delivered,0
5311,8532,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,34.99,FALSE,9/8/2023 16:17,,FALSE,FALSE,FALSE,Delivered,0
5312,4271,VIP,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,23.58,FALSE,6/1/2023 0:31,,FALSE,FALSE,FALSE,Delivered,0
5313,6020,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Yangon,25.92,FALSE,5/20/2023 14:58,,FALSE,FALSE,FALSE,Delivered,0
5314,9907,New Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,31.55,TRUE,7/10/2023 16:03,7/10/2023 21:14,FALSE,FALSE,FALSE,Open,0
5315,557,New Customer,Tablet,Gender Highlight,Limited Time Discount,Female,Pegu,29.92,FALSE,2/4/2023 17:50,,FALSE,FALSE,FALSE,Delivered,0
5316,8023,VIP,Desktop,Gender Specific Title,Lucky Draw Promotion,Female,Mandalay,43.26,FALSE,4/15/2023 12:23,,FALSE,FALSE,FALSE,Delivered,0
5317,5453,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Male,Yangon,23.09,FALSE,3/18/2023 0:10,,FALSE,FALSE,FALSE,Delivered,0
5318,3568,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Female,Lashio,44.55,FALSE,1/15/2023 2:16,,FALSE,FALSE,FALSE,Delivered,0
5319,3900,VIP,Mobile,Product Specific Title,Limited Time Discount,Female,Yangon,31.81,FALSE,5/22/2023 14:03,,FALSE,FALSE,FALSE,Delivered,0
5320,6478,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,51.55,TRUE,10/23/2023 10:20,10/23/2023 20:39,TRUE,TRUE,FALSE,Open,199.48
5321,7501,VIP,Mobile,Gender Specific Title,Present Offer Promotion,Male,Mandalay,37.21,FALSE,8/28/2023 0:24,,FALSE,FALSE,FALSE,Delivered,0
5322,1017,New Customer,Mobile,Product Highlight,Present Offer Promotion,Female,Yangon,27.22,FALSE,9/28/2023 0:47,,FALSE,FALSE,FALSE,Delivered,0
5323,6471,Returning Customer,Tablet,Gender Highlight,Limited Time Discount,Female,Yangon,46.23,FALSE,4/10/2023 2:07,,FALSE,FALSE,FALSE,Delivered,0
5324,2063,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Taungoo,41.48,FALSE,4/24/2023 20:22,,FALSE,FALSE,FALSE,Delivered,0
5325,9031,Returning Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,20.11,FALSE,2/25/2023 0:07,,FALSE,FALSE,FALSE,Delivered,0
5326,9830,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Yangon,23.76,FALSE,4/19/2023 3:56,,FALSE,FALSE,FALSE,Delivered,0
5327,4322,New Customer,Desktop,Product Highlight,Present Offer Promotion,Male,Yangon,21.72,FALSE,7/22/2023 3:29,,FALSE,FALSE,FALSE,Delivered,0
5328,3497,VIP,Mobile,Gender Specific Title,Limited Time Discount,Female,Yangon,38.59,FALSE,1/26/2023 22:25,,FALSE,FALSE,FALSE,Delivered,0
5329,1814,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Male,Taungoo,36.29,FALSE,8/11/2023 9:06,,FALSE,FALSE,FALSE,Delivered,0
5330,6257,VIP,Desktop,Gender Highlight,Present Offer Promotion,Female,Yangon,33.34,TRUE,9/12/2023 5:31,9/12/2023 22:20,FALSE,FALSE,FALSE,Open,0
5331,9644,New Customer,Mobile,Product Highlight,Lucky Draw Promotion,Female,Mandalay,25.99,TRUE,4/22/2023 22:37,4/22/2023 12:21,FALSE,FALSE,FALSE,Open,0
5332,2314,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Yangon,28.63,FALSE,6/14/2023 9:06,,FALSE,FALSE,FALSE,Delivered,0
5333,9707,VIP,Mobile,Product Specific Title,Present Offer Promotion,Male,Pegu,38.28,FALSE,3/17/2023 21:07,,FALSE,FALSE,FALSE,Delivered,0
5334,1232,New Customer,Mobile,Gender Specific Title,Lucky Draw Promotion,Female,Yangon,21.09,TRUE,8/23/2023 0:57,8/23/2023 12:00,FALSE,FALSE,FALSE,Open,0
5335,9838,VIP,Mobile,Product Specific Title,Present Offer Promotion,Female,Taungoo,18.72,TRUE,1/27/2023 4:02,1/27/2023 14:12,FALSE,FALSE,FALSE,Open,0
5336,5832,New Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Pegu,19.87,FALSE,7/27/2023 8:48,,FALSE,FALSE,FALSE,Delivered,0
5337,3000,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Pegu,21.95,FALSE,2/18/2023 5:02,,FALSE,FALSE,FALSE,Delivered,0
5338,3441,Returning Customer,Mobile,Gender Specific Title,Lucky Draw Promotion,Female,Yangon,20.34,FALSE,10/8/2023 20:47,,FALSE,FALSE,FALSE,Delivered,0
5339,4057,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Yangon,18.36,FALSE,7/27/2023 6:02,,FALSE,FALSE,FALSE,Delivered,0
5340,306,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Monywa,31.19,FALSE,3/14/2023 13:09,,FALSE,FALSE,FALSE,Delivered,0
5341,9916,Returning Customer,Mobile,Gender Specific Title,Present Offer Promotion,Male,Yangon,47.77,FALSE,4/16/2023 18:22,,FALSE,FALSE,FALSE,Delivered,0
5342,1690,New Customer,Mobile,Gender Highlight,Lucky Draw Promotion,Female,Taungoo,38.20,FALSE,7/19/2023 7:47,,FALSE,FALSE,FALSE,Delivered,0
5343,9710,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Yangon,25.35,TRUE,7/14/2023 12:50,7/14/2023 13:48,FALSE,FALSE,FALSE,Open,0
5344,3918,VIP,Tablet,Product Highlight,Present Offer Promotion,Female,Monywa,31.75,FALSE,6/2/2023 22:32,,FALSE,FALSE,FALSE,Delivered,0
5345,7081,VIP,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,38.64,FALSE,3/6/2023 20:33,,FALSE,FALSE,FALSE,Delivered,0
5346,8612,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Male,Monywa,25.65,FALSE,2/21/2023 9:02,,FALSE,FALSE,FALSE,Delivered,0
5347,2937,Returning Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Sagaing,12.38,FALSE,2/12/2023 16:07,,FALSE,FALSE,FALSE,Delivered,0
5348,3863,Returning Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Yangon,27.52,FALSE,10/5/2023 1:38,,FALSE,FALSE,FALSE,Delivered,0
5349,9643,Returning Customer,Desktop,Gender Specific Title,Lucky Draw Promotion,Male,Yangon,24.40,TRUE,1/27/2023 1:10,1/27/2023 12:57,FALSE,FALSE,FALSE,Open,0
5350,5650,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Monywa,34.14,FALSE,6/28/2023 22:42,,FALSE,FALSE,FALSE,Delivered,0
5351,3262,VIP,Desktop,Gender Highlight,Lucky Draw Promotion,Female,Yangon,38.94,FALSE,6/3/2023 9:49,,FALSE,FALSE,FALSE,Delivered,0
5352,9357,New Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Sagaing,30.96,FALSE,7/23/2023 21:49,,FALSE,FALSE,FALSE,Delivered,0
5353,1820,Returning Customer,Mobile,Product Specific Title,Limited Time Discount,Female,Sagaing,40.34,TRUE,7/1/2023 5:12,7/1/2023 21:27,FALSE,FALSE,FALSE,Open,0
5354,1343,VIP,Mobile,Gender Highlight,Limited Time Discount,Female,Pegu,17.82,TRUE,4/8/2023 15:29,4/8/2023 21:58,FALSE,FALSE,FALSE,Open,0
5355,5561,Returning Customer,Mobile,Product Specific Title,Limited Time Discount,Female,Yangon,23.53,FALSE,7/23/2023 7:05,,FALSE,FALSE,FALSE,Delivered,0
5356,2227,VIP,Desktop,Product Specific Title,Present Offer Promotion,Female,Mandalay,44.86,FALSE,2/19/2023 0:38,,FALSE,FALSE,FALSE,Delivered,0
5357,1080,New Customer,Mobile,Product Specific Title,Limited Time Discount,Male,Yangon,33.88,FALSE,8/21/2023 22:31,,FALSE,FALSE,FALSE,Delivered,0
5358,4207,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Monywa,41.53,FALSE,6/10/2023 3:58,,FALSE,FALSE,FALSE,Delivered,0
5359,6281,VIP,Mobile,Gender Specific Title,Present Offer Promotion,Female,Yangon,25.58,FALSE,7/9/2023 5:14,,FALSE,FALSE,FALSE,Delivered,0
5360,7236,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Pegu,32.79,FALSE,6/19/2023 3:30,,FALSE,FALSE,FALSE,Delivered,0
5361,814,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,43.03,TRUE,8/18/2023 7:12,8/18/2023 21:04,FALSE,FALSE,FALSE,Open,0
5362,5090,New Customer,Desktop,Gender Specific Title,Limited Time Discount,Female,Sagaing,13.65,FALSE,4/28/2023 6:35,,FALSE,FALSE,FALSE,Delivered,0
5363,2032,Returning Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Monywa,42.36,FALSE,3/30/2023 4:27,,FALSE,FALSE,FALSE,Delivered,0
5364,8515,Returning Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,19.67,FALSE,7/9/2023 1:04,,FALSE,FALSE,FALSE,Delivered,0
5365,9096,New Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Yangon,33.64,FALSE,6/11/2023 11:32,,FALSE,FALSE,FALSE,Delivered,0
5366,9734,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Yangon,40.28,TRUE,1/20/2023 22:34,1/20/2023 22:34,FALSE,FALSE,FALSE,Open,0
5367,5912,Returning Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Monywa,13.99,TRUE,4/25/2023 17:29,4/25/2023 14:33,FALSE,FALSE,FALSE,Open,0
5368,2654,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Male,Sagaing,24.89,FALSE,5/26/2023 6:15,,FALSE,FALSE,FALSE,Delivered,0
5369,3341,Returning Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Taungoo,30.50,FALSE,6/18/2023 7:24,,FALSE,FALSE,FALSE,Delivered,0
5370,7877,Returning Customer,Desktop,Gender Specific Title,Lucky Draw Promotion,Male,Taungoo,32.25,FALSE,7/16/2023 18:56,,FALSE,FALSE,FALSE,Delivered,0
5371,1142,New Customer,Mobile,Product Highlight,Lucky Draw Promotion,Female,Taungoo,16.34,FALSE,3/6/2023 10:43,,FALSE,FALSE,FALSE,Delivered,0
5372,9042,Returning Customer,Mobile,Product Highlight,Limited Time Discount,Male,Monywa,44.70,TRUE,2/9/2023 8:12,2/9/2023 22:11,FALSE,FALSE,FALSE,Open,0
5373,8559,New Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Female,Yangon,23.96,FALSE,3/26/2023 22:22,,FALSE,FALSE,FALSE,Delivered,0
5374,2898,New Customer,Mobile,Product Highlight,Lucky Draw Promotion,Female,Yangon,23.38,TRUE,9/2/2023 22:18,9/2/2023 21:03,FALSE,FALSE,FALSE,Open,0
5375,9282,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,13.57,FALSE,8/27/2023 0:53,,FALSE,FALSE,FALSE,Delivered,0
5376,4042,Returning Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Monywa,47.80,FALSE,5/7/2023 19:37,,FALSE,FALSE,FALSE,Delivered,0
5377,2039,VIP,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,20.00,FALSE,10/22/2023 13:39,,FALSE,FALSE,FALSE,Delivered,0
5378,4271,New Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Female,Yangon,23.58,FALSE,7/9/2023 7:59,,FALSE,FALSE,FALSE,Delivered,0
5379,4684,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Yangon,38.31,TRUE,10/24/2023 13:38,10/24/2023 18:47,TRUE,FALSE,FALSE,Open,0
5380,495,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Mandalay,42.16,FALSE,3/1/2023 13:08,,FALSE,FALSE,FALSE,Delivered,0
